"日期","动画","番剧","国创","音乐","舞蹈","游戏","科技","生活","鬼畜","时尚","广告","娱乐","影视","放映厅"
"2014年2月15日",928912234,1381371103,94868163,1048990188,178563122,1229463089,231890865,946202358,362113221,80570,6024703,17529846,49611538,50407113
"2014年2月16日",929915953,1381927538,95396872,1051501783,179165016,1231639237,232190496,948129920,362588171,80570,6024703,17622737,49945741,50493357
"2014年2月17日",931774154,1382701278,95445051,1052513349,179356373,1234108147,232495354,950403534,362750832,80570,6024703,17685738,50212676,50529980
"2014年2月18日",932587499,1383088264,95632290,1054169010,179465049,1236183658,233194078,952763849,362926289,80570,6024703,17777607,50402189,50535311
"2014年2月19日",934086515,1383942650,97010579,1055772152,179659169,1238985648,233696820,954423476,364495573,80570,6024703,17920288,50427471,50603544
"2014年2月20日",935287467,1386549976,97012708,1057459031,179746113,1240805556,234189573,955824916,365356294,80570,6024703,18165313,51230657,50610664
"2014年2月21日",936898826,1387824532,98565660,1058864205,183156576,1243830060,234373754,957601852,365436131,80570,6024703,18289901,51465958,50617669
"2014年2月22日",938669044,1388679316,99176167,1061933277,183461017,1246083442,235076552,959442756,365813178,80570,6025256,18483068,51768119,50701589
"2014年2月23日",939639614,1389337143,99190508,1063738559,183722328,1248515307,235379125,960750014,366842279,80570,6025256,18613566,52054419,50708924
"2014年2月24日",940838397,1390056010,99522019,1065060696,183763460,1250115804,235681750,963361837,369255368,80570,6185713,18733002,52367161,50823974
"2014年2月25日",941703910,1390410151,99561048,1065584329,183900356,1252252422,236056469,964787501,369834658,80570,6257217,18874256,52933893,50964049
"2014年2月26日",942608280,1390635871,99588905,1066729707,184531707,1254501694,236278600,965827954,370392867,80570,6258934,18905985,53087391,50965665
"2014年2月27日",943469255,1393367879,99800811,1067765516,184785346,1256861920,236506971,966860241,370749283,80570,6258934,19203849,53250147,51035115
"2014年2月28日",944403315,1394688946,105469347,1070910456,185722078,1259301938,236841555,968250207,371014238,80570,6258934,19232247,53501379,51040593
"2014年3月1日",945174563,1395625100,105544056,1073027880,185969512,1261336577,237197952,969297368,371749234,80570,6258934,19319601,53676023,51232879
"2014年3月2日",947605447,1397211578,105544056,1074500054,186346391,1263110248,237508167,970512977,374516465,80570,6258934,19454779,53771220,51302856
"2014年3月3日",948529373,1397455373,106061841,1075200049,186511996,1264644275,237629074,971448954,374640715,80570,6258934,19694786,53911177,51305145
"2014年3月4日",949470158,1397900480,106061841,1076495540,186703183,1267149898,238416118,972294884,375220125,80570,6258934,20035944,53960459,51338013
"2014年3月5日",950577795,1397938860,106100018,1079329917,186925949,1268339858,238714537,973989756,375298442,80570,6258934,20088276,54122952,51630615
"2014年3月6日",951388864,1401149190,107972514,1079971285,187089305,1269849519,238902146,975430147,375345656,80570,6258934,20235047,54313092,53811135
"2014年3月7日",952173662,1402621597,110600819,1081609611,187393280,1272795931,239572744,976731834,375657906,85002,6264212,20390467,54649599,53815564
"2014年3月8日",953310053,1403205942,110690597,1083345903,187861449,1276143713,240195630,978302650,376001184,85002,6264212,20487667,54910367,53815564
"2014年3月9日",955237603,1403960810,111379504,1084516764,188168603,1279751539,240547812,979359152,382322932,85002,6264212,20596066,55414581,53845231
"2014年3月10日",956192264,1404199523,111719693,1085122548,188289842,1281469943,240851665,980259920,382450592,85002,6264212,20798779,55455093,53852848
"2014年3月11日",956957883,1404607661,112105377,1086744503,188391488,1283961362,241349865,981430366,382511795,85002,6264212,20975445,55620119,53853632
"2014年3月12日",957294560,1404761616,112110034,1087589581,188501936,1285549365,241496979,982685718,382551045,85002,6264212,21089603,56083577,53858689
"2014年3月13日",958005745,1407058542,112634033,1088973235,188556628,1286172280,241775213,984492046,383433768,85002,6264212,21098476,56248144,53860657
"2014年3月14日",959540051,1408759469,112698473,1090850728,188685572,1289713246,242568952,986780680,383517329,85002,6264212,21298633,56533477,53876855
"2014年3月15日",960601141,1409977793,112714060,1092564492,189485487,1291288532,243060800,988401482,383688258,85002,6266231,21566471,56650620,53914668
"2014年3月16日",961608870,1410813430,112778898,1093489405,189871061,1294624976,243408025,990429653,383717138,85002,6266231,21651288,57127463,53916030
"2014年3月17日",962479712,1413073327,112805705,1094668352,190118938,1296558769,244477015,991102603,383784441,85002,6266231,22011781,57302942,54037128
"2014年3月18日",963080151,1413412990,113082407,1095357524,190275475,1298268170,244730810,992229149,383966195,85002,6266231,22280864,57488440,54038291
"2014年3月19日",963629671,1413469931,113394758,1097341822,190625329,1300768686,244882623,994140128,384112248,85002,6266231,22353712,57598284,54127226
"2014年3月20日",964335492,1415822871,113723567,1098431581,191398802,1302129488,245168733,995866234,384550398,85002,6266231,22481909,57734588,54145013
"2014年3月21日",966997889,1417030127,114544818,1100557788,191602517,1304097499,245564980,997651801,384933076,85002,6266231,23091488,57878879,54146659
"2014年3月22日",968366577,1418430401,114627400,1101786131,191702156,1308495526,246160967,999453643,387445747,85002,6266231,23410469,58258479,54154321
"2014年3月23日",969665679,1421414750,114732607,1103352525,191913160,1311500232,246873738,1001226293,387870016,85002,6266231,23987655,58911817,54183399
"2014年3月24日",970738738,1422054022,114821653,1103755420,192866748,1313883578,247129793,1002097365,388187236,85002,6266231,24182295,59153958,54210677
"2014年3月25日",971632862,1422463312,115162477,1104467273,192951833,1314861353,247562996,1003290657,388292502,85002,6266231,24299164,59301836,54217626
"2014年3月26日",972104755,1422779932,115280644,1105180235,193095196,1316742872,248125341,1005405640,388720651,86337,6266231,24423729,59721181,54227311
"2014年3月27日",973165171,1424245495,115469636,1106013045,193263586,1318867034,248635851,1006017065,388751226,86337,6266231,24914741,59823532,54249280
"2014年3月28日",974621097,1425303561,118765743,1107797915,194156349,1321456198,248974651,1007505290,390587111,86337,6282942,25348185,60046790,54253383
"2014年3月29日",975771642,1427465695,118765743,1108817020,194233220,1323970661,249725178,1009297908,391531840,86337,6282942,25612450,60499357,54274268
"2014年3月30日",976459391,1428547966,118856325,1109695100,194464129,1329955050,250226844,1011126434,391587219,86337,6282942,25803566,60762710,54294616
"2014年3月31日",977967892,1429022376,118863543,1110645329,194543607,1331724441,250467573,1012377507,391614677,86337,6282942,26025500,60928674,54302436
"2014年4月1日",978795878,1429308675,118877182,1111560350,194952008,1333654720,251369015,1013240103,392077613,86337,6309989,26699960,61160018,54314748
"2014年4月2日",979623005,1429493223,118950680,1112188503,195171187,1335540134,251639732,1021936933,392632387,86337,6314089,26845988,61453420,54371622
"2014年4月3日",980543213,1430759321,119195847,1113162743,195638894,1337846779,251876939,1022905728,393304770,86337,6358227,27210384,62327471,54373712
"2014年4月4日",981778099,1432840591,119906901,1114440814,195873201,1339541961,252204881,1024599542,393563649,86337,6358227,28036261,62461990,54375021
"2014年4月5日",983232906,1434406833,119911251,1116748956,196049439,1343965285,252834228,1025386221,394307012,86337,6374956,28430956,62698207,54384889
"2014年4月6日",984664253,1435576657,119915828,1117603527,196262964,1346375678,253756080,1026730752,394468179,86337,6374956,29004078,63006197,54571189
"2014年4月7日",986752952,1437226434,119981082,1119231678,196456338,1348481068,254847103,1028320558,394825471,86337,6374956,29147574,63367061,54577040
"2014年4月8日",987553110,1439969466,119993175,1120403226,196618900,1350572771,255265436,1031547181,394924784,86337,6374956,29448801,63762826,54632176
"2014年4月9日",988176605,1440438315,120303325,1121596151,196724940,1352610778,255433265,1033564582,394952727,86337,6374956,29801127,63955911,54646779
"2014年4月10日",989110380,1441697279,120428719,1122295075,197399544,1354800671,255978179,1035224064,395143289,86337,6374956,29935183,64188701,54647665
"2014年4月11日",989802703,1447161661,121246700,1124595232,197995539,1356693552,256395961,1037048775,395198885,86337,6374956,30525981,64746122,54653868
"2014年4月12日",990960868,1455356711,121268053,1125722313,198333613,1359007831,257356090,1038480387,395310997,86337,6374956,30981303,64941488,54718379
"2014年4月13日",991943062,1456229463,121638247,1127277253,198813774,1362636174,257627565,1039293733,395956278,86337,6386030,31563088,65443988,54757876
"2014年4月14日",992899776,1456933935,121639371,1128457791,199277367,1364370332,257976807,1040571034,396211435,86337,6386030,31885976,65672106,54880458
"2014年4月15日",994166853,1458319126,121667498,1129104702,199646954,1366434982,259250028,1042231168,396294717,86337,6386030,32212827,65952749,54937155
"2014年4月16日",995027996,1458916956,121667498,1130435166,199772308,1368434921,259656782,1043545835,396779038,86337,6386030,32692914,66144203,54965348
"2014年4月17日",996095839,1460239853,121872217,1132275037,199881257,1370131389,259992157,1045044103,396961313,86337,6386030,33185350,66558224,57208850
"2014年4月18日",999291577,1463061741,122025338,1133815166,200414826,1371873303,260482558,1046234182,397843132,86337,6386030,33678836,67041915,57329698
"2014年4月19日",1000565486,1463968550,122026603,1134844192,200890374,1374634864,260964060,1048580262,398474474,94328,6386030,33921733,67430640,57352478
"2014年4月20日",1001417055,1464521343,122103236,1136221098,201394045,1376665457,261438963,1050200503,399329573,94328,6386030,34579323,67738007,57394223
"2014年4月21日",1002502259,1465097311,122106467,1136875837,201652007,1379587610,262147758,1050999109,403103500,94328,6386619,34878379,68084625,57431584
"2014年4月22日",1003253243,1466646222,122161008,1137606398,201895483,1382030700,262534862,1052077152,403192279,99752,6386619,35149229,68342372,57469725
"2014年4月23日",1004148825,1467004573,122196719,1138772683,202152931,1384026981,262842633,1052729728,404122256,99752,6386619,35457154,68519612,57565406
"2014年4月24日",1004747952,1467615152,122358439,1139441753,202309391,1385877994,263125903,1054287264,404143414,99752,6386619,35696105,69638065,57675500
"2014年4月25日",1005637140,1470017725,127282437,1139892832,202435698,1388989023,263375905,1054993353,406504872,99752,6386619,36767518,69999503,57786850
"2014年4月26日",1006371788,1470820159,127284304,1141501704,202670872,1394237223,264821370,1056601025,407108077,99752,6461538,37255194,70449777,57802617
"2014年4月27日",1007715656,1471713035,127284666,1142997706,202869378,1396647223,265438790,1057712500,407329150,99752,6461538,37656305,71043705,58142480
"2014年4月28日",1008593363,1472747566,128728454,1143777429,203272948,1399532561,265792315,1059078215,407363947,99752,6461538,38148159,71672358,58149073
"2014年4月29日",1009964764,1474048314,128746238,1144646258,203422198,1402710658,266027417,1060214651,407406704,99752,6461538,38325020,72117347,58189851
"2014年4月30日",1011086853,1474189175,131190070,1146633043,203693050,1405151013,266859519,1061637547,407928598,99752,6461538,38856906,72432252,58196102
"2014年5月1日",1012322562,1474780965,131423591,1149398284,204220142,1407957919,267876199,1063784511,408029997,99752,6461538,39554768,73037447,58206470
"2014年5月2日",1013502624,1476863731,131492488,1150822864,204384734,1411241280,268364895,1065217882,408891816,99752,6461538,40372314,73400828,58222336
"2014年5月3日",1014481833,1477702776,131497013,1152201390,204598312,1416125714,269136281,1067999427,409010115,99752,6461538,41033376,74051359,58233734
"2014年5月4日",1015306447,1477984441,131555782,1154231135,204871116,1418305384,269363007,1069142082,409166166,99752,6461538,41299310,74438319,58250946
"2014年5月5日",1016260014,1478772723,131557665,1154857914,205098614,1420043065,269860881,1070805827,409184844,99752,6461538,42289887,74664003,58535692
"2014年5月6日",1017075083,1480171607,131567374,1155587352,205247389,1421754875,270550580,1072381642,409270459,99752,6461538,42644076,74862266,58552616
"2014年5月7日",1017701827,1480361275,131579848,1157284663,205348836,1423906182,270945409,1073416340,409612148,99752,6461538,43139601,75046851,58565639
"2014年5月8日",1018850713,1480823047,131692081,1159024813,205647198,1425561256,273401441,1075747794,409666495,99752,6467283,43586247,75360436,58565639
"2014年5月9日",1019563493,1482826472,132441307,1160373806,205918591,1428553615,274078561,1076814183,410192423,99752,6467283,43902980,75502021,58565639
"2014年5月10日",1020693014,1483655672,132442223,1162075767,208145792,1431113756,274609517,1078343115,410379198,99752,6467283,44500250,75780794,58766346
"2014年5月11日",1021718699,1484211266,132442789,1164413276,208280481,1434476848,275542965,1079643867,410852359,99752,6467283,45039063,76318734,58794416
"2014年5月12日",1022885216,1484784702,132452383,1165742302,208499164,1436585222,275884231,1080763270,411206859,99752,6467283,45456265,76962863,58806946
"2014年5月13日",1023572770,1485983159,132512466,1166591244,208585889,1438801331,276039423,1082003816,411257259,99752,6467283,45635664,77265231,58815235
"2014年5月14日",1024296986,1486132172,132532356,1167212770,208738577,1440416224,276378655,1083250565,411281261,99752,6470743,45817542,77848978,58817087
"2014年5月15日",1025076558,1486725795,132810241,1168864778,208865468,1441834837,276935248,1084787563,411340355,99752,6470743,46128359,78251351,58841393
"2014年5月16日",1025760283,1491123358,133466998,1170166271,209329803,1445660368,279021100,1086120778,411362105,99752,6473353,46812309,78582666,58976040
"2014年5月17日",1026602028,1493053678,133468818,1171817307,209560135,1448634994,279817346,1087365809,411474506,99752,6473353,47659023,78832000,59066689
"2014年5月18日",1027653840,1493576243,133469060,1172979031,209681474,1451099412,280459898,1089486430,411772507,99752,6473353,48041549,79248771,59231797
"2014年5月19日",1028722209,1495320766,133823580,1174094199,209852709,1453952325,281308563,1090643488,412047694,99752,6473353,48185912,79399820,59335785
"2014年5月20日",1029524469,1496470097,133993944,1174787035,210142285,1455614877,281815444,1092221328,412105741,99752,6486818,48478747,79930979,59340200
"2014年5月21日",1030202031,1496665151,134553437,1176197362,210361617,1457348524,282853134,1093480015,412171118,99752,6486818,48868624,80263726,59930704
"2014年5月22日",1031011905,1498530741,135286641,1177639900,210571759,1459420385,283470267,1094537284,412456574,99752,6486818,48987292,80829449,59937338
"2014年5月23日",1032005257,1500306132,136098695,1178331783,210651931,1463584064,284111519,1096121423,412511345,99752,6525629,49397696,81076066,59947424
"2014年5月24日",1033397401,1501170975,136103179,1179453302,211136258,1469164695,284740489,1097993651,412557654,99752,6531687,49663567,81466770,59959066
"2014年5月25日",1033877560,1502027500,136117820,1180843413,211343853,1472085632,285463254,1099094964,413378701,99752,6534207,50089325,81722201,59992627
"2014年5月26日",1034379482,1502821066,136125399,1182372276,212152906,1474489672,285929442,1099997411,414241707,99752,6534207,50377764,82097663,59997395
"2014年5月27日",1035550455,1504168345,136702688,1184217414,212383559,1475795686,286745964,1101176965,414290197,99752,6534207,50758897,82695670,60017126
"2014年5月28日",1036668299,1504241441,136730253,1185213203,213067206,1478998827,287212490,1102654792,414379677,99752,6555042,51215901,82978521,60053601
"2014年5月29日",1039427466,1504690479,136977950,1187342559,213243077,1482703933,287557308,1103776831,414411502,99752,6555042,51914619,83580392,60079736
"2014年5月30日",1040257658,1506421404,139719539,1188596726,213437317,1485190014,288620729,1105469871,414492144,99752,6555042,52568528,83882348,60100084
"2014年5月31日",1041558273,1508067358,139739945,1191443917,213751618,1487604373,289114860,1107384526,415328576,99752,6555042,53182467,84481674,60122856
"2014年6月1日",1043242552,1508649738,139739945,1193313510,214572274,1490441983,290246802,1109252148,415454336,99752,6555042,53571746,85242746,60494729
"2014年6月2日",1045332658,1509589612,139768119,1194665580,215013332,1493346668,290933251,1111709120,416117487,99752,6555042,54252052,85852055,60571370
"2014年6月3日",1045881132,1510943862,139803109,1196526080,215470763,1494929872,291549703,1113654229,416636717,99752,6555042,54479627,86333541,60658941
"2014年6月4日",1046775375,1511082223,140976352,1197722544,215904506,1496646878,292124253,1114627991,416839713,99752,6555042,55324611,86688485,60742531
"2014年6月5日",1047401460,1511677980,141168715,1199600176,216043557,1499147719,293261072,1115843012,416905322,99752,6557037,55985483,87053924,60940661
"2014年6月6日",1047937553,1513347251,141220366,1202244479,216981957,1502264016,293760582,1117539215,417917175,99752,6560048,56512494,87436013,61007799
"2014年6月7日",1049268069,1513796398,141523419,1208563241,217945544,1505131876,294304682,1120285893,418117178,99752,6560048,56934019,87945333,61064128
"2014年6月8日",1051089758,1514214039,141566151,1209831688,218312196,1508011865,295059678,1123000158,418927167,99752,6560048,57640158,88466949,61167397
"2014年6月9日",1053831853,1514832777,141750059,1211213728,220434202,1510865465,295550069,1124420036,419390421,99752,6560048,57856053,89121416,61214860
"2014年6月10日",1054723411,1515989923,142201888,1213387090,221196127,1514919056,296621882,1126637733,419740649,99752,6562553,58300780,89500434,61262925
"2014年6月11日",1056096946,1516386504,142316521,1214699732,222038271,1516988035,297591218,1128532546,420018690,99752,6562553,58842662,90441040,61316658
"2014年6月12日",1057876471,1516847002,142569477,1216579866,222625911,1519149673,297963447,1130105582,420304374,99752,6565005,59181563,90882546,61386661
"2014年6月13日",1061526764,1518670117,143689877,1218418047,225384811,1524202247,298901951,1131770138,422504303,99752,6565005,59668269,91589704,61447710
"2014年6月14日",1062955280,1518894950,143726421,1219791934,225708405,1528882946,299666497,1133783883,422937168,99752,6565512,60014604,91980964,61546750
"2014年6月15日",1064292892,1519627345,144375867,1222518345,226222925,1531902149,300446957,1135212114,423086806,99752,6664028,60584065,92723823,61560126
"2014年6月16日",1065023637,1520320368,144387975,1223575987,227253174,1534392839,300655874,1136418623,423353603,99752,6664028,61583576,93247674,61631141
"2014年6月17日",1065778614,1521415421,144936131,1225667603,227394446,1537155803,301115501,1138829946,423528468,99752,6664028,61745972,93890349,61964840
"2014年6月18日",1066943534,1521698062,145060395,1227050257,228154579,1539133077,301898616,1140052057,423555356,99752,6664028,62414818,94312482,61975649
"2014年6月19日",1067690376,1522709534,145395671,1229245178,228610577,1541590968,302483979,1141929713,423606066,99752,6664028,62991796,94792482,62093707
"2014年6月20日",1068618940,1524981467,145610705,1232376801,229269402,1548746743,303320456,1143137568,423649589,99752,6664028,63388497,95064682,62294805
"2014年6月21日",1070034924,1525872477,146142565,1234541125,229599032,1551089753,304056819,1145027315,423977115,99752,6664028,63922055,95806586,62307533
"2014年6月22日",1070898452,1527217192,147074873,1235826131,229999680,1553815905,305067271,1147336623,424960672,99752,6664028,64547721,96585244,62336494
"2014年6月23日",1072466179,1527986995,147074873,1237842634,230409626,1557434880,305578058,1149014827,424986233,99752,6664028,65207151,96875549,62618449
"2014年6月24日",1073560896,1529382369,147075664,1238694118,230690838,1560670191,306376428,1149809767,425104092,99752,6664028,65638071,97263155,62752086
"2014年6月25日",1075013613,1530966829,147084773,1239996262,231177331,1563421816,307098823,1150862177,425125367,99752,6664028,66018254,98156634,62831631
"2014年6月26日",1075936666,1532517079,147159028,1241326483,231341742,1566200956,307446345,1152795387,425242093,99752,6664028,66537445,99408143,62934895
"2014年6月27日",1076830743,1533898740,150635029,1242660569,231716022,1569227117,308466155,1153665025,425681672,99752,6664028,67218552,100018987,63065316
"2014年6月28日",1077991691,1534685729,150654847,1245656878,232487783,1573000438,310048846,1157127519,426256843,99752,6664028,67749098,100650803,63198462
"2014年6月29日",1078772546,1535007664,150657648,1247810497,233108109,1574658580,310580000,1158780980,426515515,101098,6733664,68348323,101172957,63283581
"2014年6月30日",1081158021,1535525383,150957689,1248831033,233640941,1579125052,311406676,1160527446,426677898,101098,6733664,68860476,102389096,63442019
"2014年7月1日",1082150951,1537698261,150980957,1249927488,234774120,1582857866,312449267,1161895806,426727797,101098,6733664,69576647,102744102,66752335
"2014年7月2日",1083639414,1538328887,151004659,1251302964,235039115,1585326807,313523098,1163816932,426843519,101098,6734875,69875593,103319664,66832001
"2014年7月3日",1085027482,1538792183,151073409,1273597236,235309968,1589645676,313860497,1166086258,427013872,101098,6734875,70170130,103838855,66909970
"2014年7月4日",1086075196,1539420560,152654937,1276294511,235917630,1597724220,315519183,1168442343,427678182,101098,6734875,70733705,104146430,66943235
"2014年7月5日",1087272906,1540343629,152654937,1278069567,236173243,1601150970,316124025,1170760056,428210651,101098,6734875,71956963,105101285,66995323
"2014年7月6日",1088615186,1542456893,152661108,1278970107,236537135,1605248419,316976022,1172492369,428986397,101098,6734875,73084359,105695660,68459803
"2014年7月7日",1090026672,1549720245,152776269,1280556616,237111718,1610729975,317839759,1173919891,429058455,101098,6734875,73701968,106652253,68518367
"2014年7月8日",1092101254,1551870340,153449169,1282374699,239196814,1613083880,319418009,1175135356,429545185,101098,6734875,74612941,107452297,73326471
"2014年7月9日",1092975999,1553125285,153563177,1284662461,239555001,1616132965,320869240,1177149232,429629414,101098,6739033,75790308,108054181,73329479
"2014年7月10日",1094750858,1553320595,153788337,1286415347,240373936,1619155159,321989330,1180917420,429774477,101098,6798541,76344069,109340548,73491002
"2014年7月11日",1096187209,1553703116,153888691,1288068004,240821900,1622681238,323055686,1185830136,429879067,101098,6799862,77010380,110234671,73810297
"2014年7月12日",1097267136,1553940670,153960071,1290535976,242249130,1628591716,323686613,1188572805,430333086,101098,6799862,77524384,111325198,73823981
"2014年7月13日",1098706039,1555136505,154089752,1293175517,242675902,1631038631,324982917,1191124548,430450100,110103,6799862,78166575,112675285,73942725
"2014年7月14日",1100060827,1559679910,155307958,1295200544,243073619,1634949602,325788516,1192740701,430583347,110103,6800018,79873080,113818437,73963587
"2014年7月15日",1101373822,1560858733,155359331,1298592337,243413761,1637420127,327218939,1195411664,431792550,110103,6912871,80279004,115575116,78134481
"2014年7月16日",1103262785,1561778721,155378228,1301783640,244062689,1640620026,328104153,1197151356,431948804,110103,6912871,81230633,116702912,78224410
"2014年7月17日",1104608550,1563048316,156090911,1304107472,244362603,1645216838,329238662,1199439417,432175258,110103,6912871,82126388,118043878,80313652
"2014年7月18日",1106335145,1563468891,157953212,1305549705,244914025,1648765484,331182241,1202341871,433420014,110103,6912871,82867384,118643889,80351018
"2014年7月19日",1107148879,1564750335,158264786,1307581225,246133357,1655793550,331765406,1205794487,433550912,110103,6912871,83573551,119715762,81594044
"2014年7月20日",1108721334,1565885499,158275692,1309054872,246677937,1659711594,332518995,1207843107,434448700,110103,6916250,84622508,120583094,81706981
"2014年7月21日",1110529897,1571035875,158415501,1311109632,247026539,1663460488,333158141,1209505423,434610273,110103,6920800,85543333,121464367,81801552
"2014年7月22日",1111791454,1572290012,158417415,1312165298,247297701,1666637148,334170390,1211811312,435072864,110103,6925858,86314096,122275465,85345025
"2014年7月23日",1112870765,1572909682,160423470,1313649135,247940418,1669258369,335331639,1214412760,435167391,110103,6925858,86730225,123174958,85631968
"2014年7月24日",1114036781,1573370317,160593739,1315576246,248426369,1672378119,336710533,1217761744,435563743,110103,6925858,87890062,124591539,85644634
"2014年7月25日",1119347012,1576004107,162071546,1318443192,248777606,1676905687,337578114,1220318290,437843464,110103,6925858,88953984,125757283,86078872
"2014年7月26日",1120637655,1576233422,162120661,1321836830,249137239,1684127031,338041386,1222619988,438145372,110103,6925858,89636258,126423240,86145094
"2014年7月27日",1122132224,1577830488,162620149,1324332669,249268294,1686408646,338966633,1225594657,438231570,110103,6925858,90056170,127864218,86198402
"2014年7月28日",1124395537,1582193175,162726917,1326294200,249785651,1689241451,339534465,1230782674,438501867,541288,6925858,91189241,129250460,86295351
"2014年7月29日",1125262273,1583397042,163044801,1327536422,250029046,1693622253,342246933,1234413563,439469104,541288,6925858,91800080,130288162,89759551
"2014年7月30日",1130310647,1584284003,163108031,1329441084,250491153,1698331023,342969673,1237730708,439806621,541288,6931773,92488173,131521187,90243331
"2014年7月31日",1132899663,1584800020,165828839,1331136640,252086983,1701936944,343541161,1239608246,439996482,541288,6931773,92875127,132289580,90376942
"2014年8月1日",1135753201,1643684980,166512509,1334641839,252250459,1708118288,344299809,1241656503,441866902,541288,6933264,93199719,133669042,90494675
"2014年8月2日",1136929249,1643983024,166895315,1338062318,252768125,1714324154,345362764,1244015579,442469098,541288,6933264,93837643,134642687,90594714
"2014年8月3日",1139137823,1644887913,166897533,1339617728,252872309,1719571863,346835396,1245695189,443412582,541288,6936178,94672533,135659906,91601429
"2014年8月4日",1140298807,1649085932,166982368,1341922835,253036471,1723168601,347646058,1246867416,443788934,541288,6936178,95258492,136457493,91916851
"2014年8月5日",1141612255,1650269072,167014066,1344596248,254992727,1727906103,348227292,1250011143,444288540,541288,6936178,96317137,137496037,95828796
"2014年8月6日",1143148537,1650556854,167072303,1346805541,255274432,1731032304,349496033,1252147481,444313875,541288,6936178,97700566,138443045,96177832
"2014年8月7日",1146383372,1651145553,167307839,1349948798,255664891,1735023939,350662389,1254929978,444470433,541288,6936178,98335097,139388424,96427523
"2014年8月8日",1148763602,1652495961,168483335,1353557724,255972324,1738735288,352866333,1257322246,446352148,541288,6936294,98963972,140821145,96559632
"2014年8月9日",1149878488,1652713037,168492792,1355458812,256162105,1742674789,354659874,1261100994,446522295,541288,6936294,99886990,142263261,96751867
"2014年8月10日",1152045388,1653785410,168538418,1356946464,257127470,1746517775,355413249,1264608492,447218644,541288,6936294,100858874,143319061,96900134
"2014年8月11日",1153631415,1657614422,169228385,1358219136,257758910,1749795625,356883627,1266380357,447809518,541288,6936294,101356837,144423175,97069960
"2014年8月12日",1157494620,1659156173,169230919,1360404301,258177768,1753070759,358316897,1270042755,448471030,541288,6959732,101902353,145711590,100529235
"2014年8月13日",1158925507,1660840273,169307641,1361924164,258638891,1758862027,359644916,1272758371,448757719,541288,6959732,102665028,146744454,101296687
"2014年8月14日",1160290550,1661032729,172225005,1364371028,258838298,1767262623,360931916,1276065262,449906071,541288,6959732,103211799,147839446,101565581
"2014年8月15日",1162166056,1662308776,173591363,1366988513,259137595,1773765160,362646320,1279632699,450139739,541288,6959732,103941933,148929910,101748445
"2014年8月16日",1164335047,1663821877,174038032,1369443889,259512109,1781734893,363482359,1284257089,450181577,541288,6959732,104346147,150627176,103233442
"2014年8月17日",1168544524,1665995652,174091290,1371381186,259793031,1784514175,364893954,1286824098,450926390,541288,6959732,104865812,151221342,103428538
"2014年8月18日",1170096445,1669855858,174171617,1373133068,260030400,1787846037,365998420,1289667281,451225419,541288,6959732,105562994,151862867,103532803
"2014年8月19日",1171279821,1670828190,174665382,1376525450,260327705,1796197226,367578224,1293105721,451450561,541288,6972974,106559236,152476987,106854575
"2014年8月20日",1173832606,1671192446,175205711,1378237431,260840449,1800649774,368608544,1296675194,452785799,541288,6972974,108067325,153334023,107000855
"2014年8月21日",1177511627,1671877998,175684160,1380135701,261692467,1806754876,369521566,1299113137,453662610,541288,6972974,108890235,154386367,107245056
"2014年8月22日",1180783007,1672262635,177544661,1383802032,262189724,1811598142,370696333,1302861850,454151581,541288,6972974,109881310,155420922,107373852
"2014年8月23日",1182200475,1672833041,177548966,1386328863,262519979,1815045484,372329113,1306527312,454306034,541288,6972974,113319679,156489293,107598711
"2014年8月24日",1183544168,1673868433,177713883,1388496577,262821738,1819411654,372926269,1309956590,454516055,541288,6972974,114155251,157360208,107681267
"2014年8月25日",1185001914,1677641908,177815956,1389919105,263054191,1823651497,373747851,1311758915,454790098,541288,6980351,115068208,158607869,107777474
"2014年8月26日",1186592414,1679031114,177912383,1393071648,264050911,1830230844,375460422,1314840953,454848889,541288,6980351,116010289,160036889,111030212
"2014年8月27日",1187520955,1679500287,178004216,1395482687,264803734,1833466090,376223100,1317260751,454982242,541288,6980351,116720378,160834895,112809806
"2014年8月28日",1189152960,1680108875,178709211,1397258536,265077440,1838714024,376980236,1321840595,455298169,541288,6985006,117787197,161875772,112858111
"2014年8月29日",1191926380,1688194131,183162637,1400057170,266193570,1842649744,377658870,1324853526,455530714,541288,6985006,118920850,163125942,112954393
"2014年8月30日",1193886044,1689052489,183215211,1403934561,266602241,1847240023,378794462,1328322361,456142593,541288,6994034,119892656,164144014,113073608
"2014年8月31日",1195355728,1689679328,183273836,1407803355,267498577,1850359541,379924585,1330301114,461925676,541288,6994034,120789340,165048070,113255151
"2014年9月1日",1196383600,1693910884,183423110,1409087442,268581253,1854197981,382079279,1332191781,462002861,541288,6994034,121458564,165966528,113351115
"2014年9月2日",1198298104,1695069701,183458772,1410872347,269166714,1857389200,383041194,1333573295,462142114,541288,6994034,122580793,166968084,116009273
"2014年9月3日",1199933461,1695555183,183616509,1412160639,269383474,1859073709,384003100,1334977514,462638073,541288,6994034,123190234,167741454,116878968
"2014年9月4日",1200710510,1696807651,184540785,1413619117,269621035,1862546316,384444126,1336892685,462858011,541288,6996193,123877847,168496843,117091297
"2014年9月5日",1203264231,1697633478,186091972,1415859808,272134034,1867467912,385348612,1340082497,463181089,541288,6996193,125095727,169354538,117515215
